The_Project_Gutenberg_EBook the_project_gutenberg_ebook NP00000 1
-- -- Fg 1
Rua_da_Concei rua_da_concei NP00000 1
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
, , Fc 1
29 29 Z 1
a a SP 0.313151
37 37 Z 1
PESSOAS_MANUEL pessoas_manuel NP00000 1
( ( Fpa 1
FREI_LUIZ frei_luiz NP00000 1
) ) Fpt 1
DE_SOUSA_DONA_MAGDALENA_DE_VILHENA_DONA_MARIA_DE_NORONHA_FREI_JORGE-COUTINHO_O_ROMEIRO_TELMO-PAES_O_PRIOR_DE_BEMFICA_O_IRM de_sousa_dona_magdalena_de_vilhena_dona_maria_de_noronha_frei_jorge-coutinho_o_romeiro_telmo-paes_o_prior_de_bemfica_o_irm NP00000 1
� � Fz 1
O_CONVERSO_MIRANDA_O_ARCEBISPO_DE_LISBOA_DOROTHEA_C o_converso_miranda_o_arcebispo_de_lisboa_dorothea_c NP00000 1
� � Fz 1
RO_DE_FRADES_DE_SAN'DOMINGOS_Clerigos ro_de_frades_de_san'domingos_clerigos NP00000 1
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
arcebispo arcebispo NCMS000 1
, , Fc 1
frades frade NCMP000 0.9832
, , Fc 1
criados criar VMP00PM 0.571954
, , Fc 1
etc. etcétera Fs 1
Logar logar NP00000 1
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
scena scena NCFS000 1
-- -- Fg 1
Almada almada NP00000 1
. . Fp 1

ACTO_PRIMEIRO acto_primeiro NP00000 1
_ _ Fz 1
Camera camera NP00000 1
antiga antigo AQ0FS00 1
, , Fc 1
ornada ornar VMP00SF 0.693212
com com SP 1
todo todo DI0MS0 0.724605
o o DA0MS0 0.950254
luxo luxo NCMS000 0.914011
e e CC 0.999951
caprichosa caprichoso AQ0FS00 1
elegancia elegancia NCFS000 0.967967
portugueza portugueza NCFS000 1
de de SP 1
os o DA0MP0 0.958022 o PD0MP00 0.021587 o PP3MPA0 0.0203911
principios principios NCMP000 1
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
seculo seculo NCMS000 1
dezasette dezasette NCFS000 1
: : Fd 1
porcelanas porcelana NCFP000 1
, , Fc 1
xar xar VMN0000 1
� � Fz 1
es es NCFP000 0.381512
, , Fc 1
sedas seda NCFP000 0.914011
, , Fc 1
flores flor NCFP000 0.914011
, , Fc 1
etc. etcétera Fs 1
Em em SP 1
o o DA0MS0 1
fundo fundo NCMS000 0.828358
duas 2 Z 1
grandes grande AQ0CP00 0.920918
janellas janellas NCFP000 0.83633
rasgadas rasgar VMP00PF 0.992515
, , Fc 1
dando dar VMG0000 1
para para SP 0.999444
um um DI0MS0 0.877848
eirado eirado NCMS000 1
que que PR0CN00 0.584265
olha olhar VMIP3S0 0.180202
s s NCMS000 1
� � Fz 1
bre bre VMIP3S0 0.294499
o o DA0MS0 0.950254
Tejo tejo NP00000 1
e e CC 0.999951
de de SP 1
de de SP 1
onde onde RG 0.980752 onde PT0CN00 0.0183727 onde PR0CN00 0.000874891
se se PP3CN00 0.861659
ve ve VMIS3S0 0.418357
toda todo DI0FS0 0.965839
Lisboa lisboa NP00000 1
: : Fd 1
entre entre SP 0.987856
as o DA0FP0 0.974798
janellas janellas NCFP000 0.83633
o o DA0MS0 0.950254
retratto retratto NCMS000 0.708791
, , Fc 1
em em SP 1
corpo corpo NCMS000 1
inteiro inteiro AQ0MS00 0.475
, , Fc 1
de de SP 1
um um DI0MS0 0.877848
cavalleiro cavalleiro NCMS000 0.923018
m m NCMS000 1
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
vestido vestido NCMS000 0.256849
de de SP 1
preto preto NCMS000 0.496301
com com SP 1
a o DA0FS0 0.675415
cruz cruz NCFS000 1
branca branco AQ0FS00 0.983871
de de SP 1
novi novi AQ0CN00 1
� � Fz 1
o o DA0MS0 0.950254
de de SP 1
S._Jo s._jo NP00000 1
� � Fz 1
o o DA0MS0 0.950254
de de SP 1
Jerusalem jerusalem NP00000 1
. . Fp 1
-- -- Fg 1
Defronte defronte RG 0.9655
e e CC 0.999951
para para SP 0.999444
a o DA0FS0 0.675415
b b NCMS000 1
� � Fz 1
cca cca NCFS000 0.273525
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
scena scena NCFS000 1
um um DI0MS0 0.877848
bufete bufete NCMS000 1
pequeno pequeno AQ0MS00 0.986111
coberto cobrir VMP00SM 0.661918
de de SP 1
ricco ricco AQ0MS00 0.421802
panno panno NCMS000 0.743623
de de SP 1
velludo velludo NCMS000 0.585488
verde verde AQ0CS00 0.968254
franjado franjar VMP00SM 0.721807
de de SP 1
prata prata NCFS000 1
; ; Fx 1
s s NCMS000 1
� � Fz 1
bre bre VMIP3S0 0.294499
o o DA0MS0 0.950254
bufete bufete NCMS000 1
alguns algum DI0MP0 0.778884
livros livro NCMP000 1
, , Fc 1
obras obra NCFP000 0.99569
de de SP 1
tape tapar VMSP3S0 0.615914
� � Fz 1
aria aria VMIC3S0 0.568066
meias-feitas meias-feitas VMP00PF 0.857154
, , Fc 1
e e CC 0.999951
um um DI0MS0 0.877848
vaso vaso NCMS000 1
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
China china NP00000 1
de de SP 1
collo collo NCMS000 0.939358
alto alto AQ0MS00 0.755319
, , Fc 1
com com SP 1
flores flor NCFP000 0.914011
. . Fp 1

Algumas algum DI0FP0 0.720994
cadeiras cadeira NCFP000 1
antigas antigo AQ0FP00 1
, , Fc 1
tamboretes tamborete NCMP000 1
razos razos NCMP000 1
, , Fc 1
contadores contador NCMP000 0.632603
. . Fp 1

De de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
direita direita NCFS000 0.689394
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
espectador espectador NCMS000 0.632636
, , Fc 1
porta porta NCFS000 0.984962
de de SP 1
communica communica AQ0FS00 0.874883
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
para para SP 0.999444
o o DA0MS0 0.950254
interior interior NCMS000 0.992424
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
casa casa NCFS000 0.994169
, , Fc 1
outra outro PI0FS00 0.383041
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
esquerda esquerda NCFS000 0.648936
para para SP 0.999444
o o DA0MS0 0.950254
exterior exterior NCMS000 0.532636
. . Fp 1
-- -- Fg 1
� � Fz 1
em em SP 1
o o DA0MS0 1
fim fim NCMS000 1
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
tarde tarde NCFS000 0.371921
_ _ Fz 1
. . Fp 1

SCENA_I_MAGDALENA scena_i_magdalena NP00000 1
so so AQ0MS00 0.218714
, , Fc 1
sentada sentar VMP00SF 0.992518
junto junto RG 0.984962
� � Fz 1
banca banca NCFS000 1
, , Fc 1
os o DA0MP0 0.958022
p p NCMS000 1
� � Fz 1
s s NCMS000 1
s s NCMS000 1
� � Fz 1
bre bre VMIP3S0 0.294499
uma um DI0FS0 0.903495
grande grande AQ0CS00 0.998339
almofada almofada NCFS000 0.819296
, , Fc 1
um um DI0MS0 0.877848
livro livro NCMS000 0.992424
aberto aberto AQ0MS00 0.5
em em SP 1
o o DA0MS0 1
rega rega NCFS000 0.6393
� � Fz 1
o o DA0MS0 0.950254
, , Fc 1
e e CC 0.999951
as o DA0FP0 0.974798
m m NCMS000 1
� � Fz 1
os o DA0MP0 0.958022
cruzadas cruzar VMP00PF 0.72187
s s NCMS000 1
� � Fz 1
bre bre AQ0CS00 0.470396
elle elle NCFS000 1
, , Fc 1
como como CS 0.751351
quem quem PR0CN00 0.698606
descahiu descahiu VMIS3S0 1
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
leitura leitura NCFS000 1
em em SP 1
a o DA0FS0 1
medita meditar VMIP3S0 0.999479
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
. . Fp 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
repettindo repettindo VMG0000 1
machinalmente machinalmente RG 1
e e CC 0.999951
de de SP 1
vagar vagar VMN0000 0.529581
o o PD0MS00 0.0313531
que que PR0CN00 0.584265
acaba acabar VMIP3S0 0.980769
de de SP 1
ler ler VMN0000 0.329032
_ _ Fz 1
. . Fp 1

� � Fz 1
N'aquelle n'aquelle NP00000 1
ingano ingano NCMS000 0.50016
d'alma d'alma AQ0FS00 0.666667
ledo ledo AQ0MS00 1
e e CC 0.999951
cego cego AQ0MS00 0.175023
Que que NP00000 1
a o DA0FS0 0.675415
fortuna fortuna NCFS000 1
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
deixa deixar VMIP3S0 0.978495
durar durar VMN0000 0.529581
muito muito RG 0.811183
... ... Fs 1
� � Fz 1
Com com NP00000 1
paz paz NCFS000 1
e e CC 0.999951
alegria alegria NCFS000 1
d'alma d'alma AQ0FS00 0.666667
... ... Fs 1
um um DI0MS0 0.877848
ingano ingano NCMS000 0.50016
, , Fc 1
um um DI0MS0 0.877848
ingano ingano NCMS000 0.50016
de de SP 1
poucos pouco DI0MP0 0.739837
instantes instante NCMP000 0.332692
que que PR0CN00 0.584265
seja ser VMSP1S0 0.486391
... ... Fs 1
deve dever VMIP3S0 0.99061
de de SP 1
ser ser VMN0000 0.33093
a o DA0FS0 0.675415
felicidade felicidade NCFS000 1
suprema supremo AQ0FS00 1
n'este n'este VMSP3S0 0.0715559
mundo mundo NCMS000 1
. . Fp 1
-- -- Fg 1
E e CC 0.999951
que que PT0CN00 0.0172141
importa importar VMIP3S0 0.999479
que que CS 0.398036
o o DA0MS0 0.950254
n n NCMS000 1
� � Fz 1
o o PD0MS00 0.0313531
deixe deixar VMSP3S0 0.648523
durar durar VMN0000 0.529581
muito muito RG 0.811183
a o DA0FS0 0.675415
fortuna fortuna NCFS000 1
? ? Fit 1

Viveu viver VMIS3S0 1
se se PP3CN00 1
, , Fc 1
p p NCMS000 1
� � Fz 1
de-se de-se VMSI3S0 0.163094
morrer morrer VMN0000 0.529581
. . Fp 1

Mas mas CC 0.999313
eu eu PP1CSN0 0.997159
! ! Fat 1
... ... Fs 1
( ( Fpa 1
_ _ Fz 1
pausa pausa NCFS000 0.819308
_ _ Fz 1
) ) Fpt 1
Oh oh NP00000 1
! ! Fat 1
que que CS 0.398036
o o DA0MS0 0.950254
n n NCMS000 1
� � Fz 1
o o PP3MSA0 0.0183743
saiba saber VMSP3S0 0.498538
elle elle NCFS000 1
ao_menos ao_menos RG 1
, , Fc 1
que que CS 0.398036
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
suspeite suspeitar VMSP3S0 0.648523
o o DA0MS0 0.950254
estado estado NCMS000 0.924757
em em SP 1
que que PR0CN00 0.584265
eu eu PP1CSN0 0.997159
vivo vivar VMIP1S0 0.149391
... ... Fs 1
este este DD0MS0 0.843484
medo medo NCMS000 0.980769
, , Fc 1
estes este DD0MP0 0.624224
continuos continuos NCMP000 0.833327
terrores terror NCMP000 0.9832
que que PR0CN00 0.584265
ainda ainda RG 1
me me PP1CS00 1
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
deixaram deixar VMIS3P0 0.65
gozar gozar VMN0000 0.529581
um um DI0MS0 0.877848
so so AQ0MS00 0.218714
momento momento NCMS000 1
de de SP 1
toda_a toda_a DI0FS0 1
immensa immensa NCFS000 0.65115
felicidade felicidade NCFS000 1
que que PR0CN00 0.584265
me me PP1CS00 1
dava dar VMII3S0 0.495843
o o DA0MS0 0.950254
seu seu DP3MSS 0.957305
amor amor NCMS000 1
. . Fp 1
-- -- Fg 1
Oh oh I 1
que que CS 0.398036
amor amor NCMS000 1
, , Fc 1
que que PR0CN00 0.584265
felicidade felicidade NCFS000 1
... ... Fs 1
que que PR0CN00 0.584265
desgra desgra VMIP3S0 0.272694
� � Fz 1
a a SP 0.313151
a o DA0FS0 0.675415
minha meu DP1FSS 0.8125
! ! Fat 1

( ( Fpa 1
_ _ Fz 1
Torna torna NP00000 1
a a SP 0.313151
descahir descahir VMN0000 0.997035
em em SP 1
profunda profundo AQ0FS00 0.869767
medita meditar VMIP3S0 0.999479
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
: : Fd 1
silencio silenciar VMIP1S0 1
breve breve RG 0.69863
_ _ Fz 1
. . Fp 1
) ) Fpt 1
SCENA_II_MAGDALENA scena_ii_magdalena NP00000 1
, , Fc 1
TELMO-PAES telmo-paes NP00000 1
* * Fz 1
Telmo telmo NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
chegando chegar VMG0000 1
aop aop NCMS000 0.666685
� � Fz 1
de de SP 1
Magdalena magdalena NP00000 1
que que CS 0.398036
o o DA0MS0 0.950254
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
sentiu sentir VMIS3S0 1
entrar entrar VMN0000 0.331646
_ _ Fz 1
. . Fp 1

A o DA0FS0 0.675415
minha meu DP1FSS 0.8125
senhora senhor NCFS000 1
est est AQ0CN00 1
� � Fz 1
a a SP 0.313151
ler ler VMN0000 0.329032
? ? Fit 1
... ... Fs 1
* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
despertando despertar VMG0000 1
_ _ Fz 1
. . Fp 1

Ah ah I 1
! ! Fat 1
sois ser VMIP2P0 1
v v NCMS000 1
� � Fz 1
s s NCMS000 1
, , Fc 1
Telmo telmo NP00000 1
... ... Fs 1
N n NP00000 0.47047
� � Fz 1
o o PD0MS00 0.0313531
, , Fc 1
ja ja VMSP3S0 0.766893
n n NCMS000 1
� � Fz 1
o o PP3MSA0 0.0183743
leio ler VMIP1S0 1
: : Fd 1
ha ha NCMN000 1
pouca pouco DI0FS0 0.788462
luz luz NCFS000 0.819183
de de SP 1
dia dia NCMS000 1
ja ja AQ0FS00 0.0137519
; ; Fx 1
confundia confundir VMII1S0 1
me me PP1CS00 1
a o DA0FS0 0.675415
vista vista NCFS000 0.830097
. . Fp 1
-- -- Fg 1
E e CC 0.999951
� � Fz 1
um um DI0MS0 0.877848
bonito bonito AQ0MS00 0.517364
livro livro NCMS000 0.992424
este este DD0MS0 0.843484
! ! Fat 1
o o DA0MS0 0.950254
teu teu DP2MSS 0.939024
valido valido NCMS000 0.231206
, , Fc 1
aquelle aquelle NCFS000 1
nosso nosso DP1MSP 0.93956
livro livro NCMS000 0.992424
, , Fc 1
Telmo telmo NP00000 1
. . Fp 1

* * Fz 1
Telmo telmo NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
deitando deitar VMG0000 1
lhe lhe PP3CSD0 1
os o DA0MP0 0.958022
olhos olho NCMP000 1
_ _ Fz 1
. . Fp 1

Oh oh I 1
, , Fc 1
oh oh I 1
! ! Fat 1

Livro livro NCMS000 0.984962
para para SP 0.999444
damas dama NCFP000 1
-- -- Fg 1
e e CC 0.999951
para para SP 0.999444
cavalleiros cavalleiros NCMP000 0.749985
... ... Fs 1
e e CC 0.999951
para para SP 0.999444
todos todo DI0MP0 0.698087
: : Fd 1
um um DI0MS0 0.877848
livro livro NCMS000 0.992424
que que PR0CN00 0.584265
serve servir VMIP3S0 0.97619
para para SP 0.999444
todos todo DI0MP0 0.698087
; ; Fx 1
como como CS 0.751351
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
ha ha NCMN000 1
outro outro PI0MS00 0.197712
, , Fc 1
tirante tirante AQ0CS00 0.517642
o o DA0MS0 0.950254
respeito respeito NCMS000 0.991071
devido dever VMP00SM 0.986928
a a SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
Palavra_de_Deus palavra_de_deus NP00000 1
! ! Fat 1

Mas mas CC 0.999313
esse esse DD0MS0 0.946429
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
tenho ter VMIP1S0 1
eu eu PP1CSN0 0.997159
a o DA0FS0 0.675415
consola consola NCFS000 0.819269
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
de de SP 1
ler ler VMN0000 0.329032
, , Fc 1
que que CS 0.398036
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
sei saber VMIP1S0 1
latim latim NCMS000 1
como como CS 0.751351
meu meu DP1MSS 0.99505
senhor senhor NCMS000 1
... ... Fs 1
quero querer VMIP1S0 1
dizer dizer VMN0000 0.328715
, , Fc 1
como como CS 0.751351
o o DA0MS0 0.950254
senhor senhor NCMS000 1
Manuel_de_Sousa-Coutinho manuel_de_sousa-coutinho NP00000 1
-- -- Fg 1
que que PR0CN00 0.584265
l l NCMS000 1
� � Fz 1
isso isso PD0NN00 1
! ! Fat 1
... ... Fs 1
acabado acabado NCMS000 0.481738
escholar escholar AQ0CS00 0.416643
� � Fz 1
elle elle NCFS000 1
. . Fp 1

E e CC 0.999951
assim assim RG 0.998008
foi ir VMIS3S0 0.5
seu seu DP3MSS 0.957305
pae pae NCFS000 0.282135
antes antes RG 0.996627
d'elle d'elle NCFS000 1
, , Fc 1
que que PR0CN00 0.584265
muito muito RG 0.811183
bem bem RG 0.953148
o o PP3MSA0 0.0183743
conheci conhecer VMIS1S0 1
: : Fd 1
grande grande AQ0CS00 0.998339
homem homem NCMS000 1
! ! Fat 1

Muitas muito DI0FP0 0.69802
lettras lettras NCFP000 1
e e CC 0.999951
de de SP 1
muito muito RG 0.811183
galante galante AQ0CS00 0.667308
pr pr VMN0000 0.732879
� � Fz 1
tica tica NCFS000 1
-- -- Fg 1
e e CC 0.999951
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
somenos somenos AQ0CN00 1
as o DA0FP0 0.974798
outras outro DI0FP0 0.649254
partes parte NCFP000 0.495935
de de SP 1
cavalleiro cavalleiro NCMS000 0.923018
: : Fd 1
uma um DI0FS0 0.903495
gravidade gravidade NCFS000 1
! ! Fat 1
... ... Fs 1
Ja ja NP00000 1
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
ha ha NCMN000 1
d'aquella d'aquella NCFS000 1
gente gente NCFS000 1
. . Fp 1
-- -- Fg 1
Mas mas CC 0.999313
, , Fc 1
minha meu DP1FSS 0.8125
senhora senhor NCFS000 1
, , Fc 1
isto isto PD0NN00 1
de de SP 1
a o DA0FS0 0.675415
Palavra_de_Deus palavra_de_deus NP00000 1
estar estar VMN0000 0.533333
assim assim RG 0.998008
n'outra n'outra VMIP3S0 0.630102
lingua lingua NCFS000 1
, , Fc 1
n'uma n'uma VMIP3S0 0.397743
lingua lingua NCFS000 1
que que PR0CN00 0.584265
a o DA0FS0 0.675415
gente gente NCFS000 1
... ... Fs 1
que que CS 0.398036
toda_a_gente toda_a_gente PI00000 1
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
intende intender VMM02S0 0.000520833
! ! Fat 1
... ... Fs 1
confesso confessar VMIP1S0 1
vos vos PP2CP00 0.5 vos PP3CP00 0.5
que que CS 0.398036
aquelle aquelle NCFS000 1
mercador mercador NCMS000 1
inglez inglez VMIS3S0 0.278536
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
rua-Nova rua-nova AQ0FS00 0.979368
, , Fc 1
que que PR0CN00 0.584265
aqui aqui RG 1
vem vir VMIP3S0 0.992958
� � Fz 1
s s NCMS000 1
vezes vez NCFP000 0.99449
, , Fc 1
tem ter VMIP3S0 1
me me PP1CS00 1
ditto ditto NCMS000 0.708791
suas seu DP3FSP 0.994048
cousas cousa NCFP000 1
que que PR0CN00 0.584265
me me PP1CS00 1
quadram quadrar VMIP3P0 1
... ... Fs 1
E e CC 0.999951
Deus deus NP00000 1
me me PP1CS00 1
perdoe perdoe NCFS000 0.949704
! ! Fat 1
que que PR0CN00 0.584265
eu eu PP1CSN0 0.997159
creio crer VMIP1S0 1
que que CS 0.398036
o o DA0MS0 0.950254
homem homem NCMS000 1
� � Fz 1
hereje hereje RG 0.984613
d'esta d'esta VMIP3S0 0.590165
seita seita NCFS000 1
nova novo AQ0FS00 0.997925
d'Allemanha d'allemanha NCFS000 0.823507
ou ou CC 1
d'Inglaterra d'inglaterra NCFS000 1
. . Fp 1

Ser ser VMN0000 0.330883
� � Fz 1
? ? Fit 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Olhae olhae NP00000 1
, , Fc 1
Telmo telmo NP00000 1
; ; Fx 1
eu eu PP1CSN0 0.997159
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
vos vos PP2CP00 0.5
quero querer VMIP1S0 1
dar dar VMN0000 0.332597
conselhos conselho NCMP000 1
: : Fd 1
bem bem RG 0.953148
sabeis saber VMIP2P0 1
que que CS 0.398036
desde desde SP 1
o o DA0MS0 0.950254
tempo tempo NCMS000 1
que que PR0CN00 0.584265
... ... Fs 1
que que CS 0.398036
... ... Fs 1
* * Fz 1
Telmo telmo NP00000 1
* * Fz 1
. . Fp 1

Que que CS 0.398036
ja ja VMSP3S0 0.766893
l l NCMS000 1
� � Fz 1
vai ir VMIP3S0 0.998575
, , Fc 1
que que PR0CN00 0.584265
era ser VMII1S0 0.331795
outro outro DI0MS0 0.802288
tempo tempo NCMS000 1
. . Fp 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Pois pois CS 0.996988
sim sim RG 0.978495
... ... Fs 1
( ( Fpa 1
_ _ Fz 1
suspira suspirar VMIP3S0 0.999479
_ _ Fz 1
) ) Fpt 1
Eu eu NP00000 1
era ser VMII1S0 0.331795
uma um DI0FS0 0.903495
crian crian NCMS000 1
� � Fz 1
a o DA0FS0 0.675415
; ; Fx 1
pouco pouco RG 0.690283
maior maior AQ0CS00 0.979323
era ser VMII1S0 0.331795
que que CS 0.398036
Maria maria NP00000 1
. . Fp 1

* * Fz 1
Telmo telmo NP00000 1
* * Fz 1
. . Fp 1

N n NP00000 0.47047
� � Fz 1
o o DA0MS0 0.950254
, , Fc 1
a o DA0FS0 0.675415
senhora senhor NCFS000 1
D._Maria d._maria NP00000 1
ja ja VMSP3S0 0.766893
� � Fz 1
mais mais RG 0.999721
alta alto AQ0FS00 0.378049
